rank,front,meaning,pos,frequency,cle_wordnet,cle_closed_class,readurdu_entry,readurdu_meaning,kaikki_entry,kaikki_meaning,source
1730,وقفہ,"n. space, gap; interval, pause, intermission; semicolon ؛ | Platts: (for A. وقفة waqfat, nom. vicis fr. waqf, q.v.), s.m. A stopping; retarding; choking; — a stop, pause; a…",noun,494,False,False,True,"n. space, gap; interval, pause, intermission; semicolon ؛ | Platts: (for A. وقفة waqfat, nom. vicis fr. waqf, q.v.), s.m. A stopping; retarding; choking; — a stop, pause; a…",True,"space, gap; semicolon ؛; interval, pause, intermission","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1731,دیو,"n. demon; devil; giant | Platts: (Braj); 1˚ = diyā, p.p. of denā; — 2˚ = daiyā; — दियौ diyau, दियो diyo (Braj) = diyā (fr. denā)",noun,493,False,False,True,"n. demon; devil; giant | Platts: (Braj); 1˚ = diyā, p.p. of denā; — 2˚ = daiyā; — दियौ diyau, दियो diyo (Braj) = diyā (fr. denā)",True,god; deva; deity,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1732,کشیدگی,"n. tension, stress; displeasure | Platts: (abst. s. fr. kashīda), s.f. Tension; displeasure; misunderstanding; superciliousness",noun,492,False,False,True,"n. tension, stress; displeasure | Platts: (abst. s. fr. kashīda), s.f. Tension; displeasure; misunderstanding; superciliousness",True,"displeasure; tension, stress","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1733,چلنا,"v. to go; to walk; to move | Platts: v.n. To move, stir; to go, proceed; to depart; to walk, travel; to flow, run (as a stream, a pen, &c.); to be…",verb,491,False,False,True,"v. to go; to walk; to move | Platts: v.n. To move, stir; to go, proceed; to depart; to walk, travel; to flow, run (as a stream, a pen, &c.); to be…",True,to go; to move; to walk,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1734,گلاب,rosewater; rose,noun,491,False,False,True,rosewater; rose,True,rose,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1735,آزمائش,"test, trial; examination; experiment",noun,490,False,False,True,"test, trial; examination; experiment",True,"test, trial; examination; experiment","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1736,جملہ,sentence; total,adj|det|noun,490,False,False,True,sentence; total,True,"all; phrase, saying; a (complete) sentence","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1737,حرام,"adj. forbidden; unlawful; haram | Platts: (inf. n. of حرم 'to be prohibited,' &c.), adj. Forbidden, prohibited, unlawful, wrong; excluded; sacred,…",adj,488,False,False,True,"adj. forbidden; unlawful; haram | Platts: (inf. n. of حرم 'to be prohibited,' &c.), adj. Forbidden, prohibited, unlawful, wrong; excluded; sacred,…",True,haram; unlawful; forbidden,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1738,ذہین,intelligent,adj,488,False,False,True,intelligent,True,acute; clever; ingenious,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1739,خلیفہ,"n. caliph; successor; the most gifted wrestler (after the teacher) | Platts: (for A. خليفة ḵẖalīfat; v.n. fr. خلف 'to succeed'), s.m. A successor, a sovereign (particularly applied to…",noun,486,False,False,True,"n. caliph; successor; the most gifted wrestler (after the teacher) | Platts: (for A. خليفة ḵẖalīfat; v.n. fr. خلف 'to succeed'), s.m. A successor, a sovereign (particularly applied to…",True,"caliph; successor; a Muslim cook, tailor, barber etc","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1740,طیاروں,oblique plural of طَیَّارہ | also: plural oblique of طَیَّارَہ (tayyāra — airplane; airship; plane (aircraft of any kind)),noun,486,False,False,True,oblique plural of طَیَّارہ | also: plural oblique of طَیَّارَہ (tayyāra — airplane; airship; plane (aircraft of any kind)),True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1741,بدن,"n. body | Platts: s.m. Mouth; face, countenance",noun,484,False,False,True,"n. body | Platts: s.m. Mouth; face, countenance",True,body,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1742,جشن,"celebration, festivity",noun,484,False,False,True,"celebration, festivity",True,"banquet, feast; festival, celebration","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1743,بہرا,"adj. deaf | n. deaf person | Platts: adj. Deaf; hard of hearing; heedless, inattentive",adj|noun,483,False,False,True,"adj. deaf | n. deaf person | Platts: adj. Deaf; hard of hearing; heedless, inattentive",True,deaf,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1744,جوڑ,"joint, connect | also: form of جوڑْنا (joṛnā — to join, connect, link, unite, attach)",noun,483,False,False,True,"joint, connect | also: form of جوڑْنا (joṛnā — to join, connect, link, unite, attach)",True,"joint, connect","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1745,قواعد,"n. plural of قَاعِدَہ (qā'ida); grammar | Platts: s.m. pl. (of qāʻida, q.v.), Rules, canons; regulations; bases, principles; rules (of procedure, as… | also: plural formal of قاعِدَہ (qā‘ida — abecedarium, primer)",noun,483,False,False,True,"n. plural of قَاعِدَہ (qā'ida); grammar | Platts: s.m. pl. (of qāʻida, q.v.), Rules, canons; regulations; bases, principles; rules (of procedure, as… | also: plural formal of قاعِدَہ (qā‘ida — abecedarium, primer)",True,grammar,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1746,قبرستان,cemetery; graveyard,noun,482,False,False,True,cemetery; graveyard,True,cemetery; graveyard,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1747,نظامت,"n. department, management | Platts: (for A. نظامة, fr. niz̤ām, q.v.), s.f. Arrangement, regulation, government, administration of justice…",noun,482,False,False,True,"n. department, management | Platts: (for A. نظامة, fr. niz̤ām, q.v.), s.f. Arrangement, regulation, government, administration of justice…",True,"department, management","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1748,بہادر,brave,adj|noun,481,False,False,True,brave,True,"brave; hero, champion","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1749,قبر,grave,noun,481,False,False,True,grave,True,"grave, tomb","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1750,ہستی,"n. existence, being; personality, entity | Platts: s.f. Being, existence; entity; world; life; — wealth, riches; — worth, merit",noun,481,False,False,True,"n. existence, being; personality, entity | Platts: s.f. Being, existence; entity; world; life; — wealth, riches; — worth, merit",True,"existence, being; personality, entity","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1751,رخصت,"departure, leave, farewell",noun,480,False,False,True,"departure, leave, farewell",True,"leave (of absence); leave, permission to leave, dismission, departure","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1752,نسبتا,"comparatively, relatively",adv,480,False,False,True,"comparatively, relatively",True,"comparatively, relatively","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1753,جلسے,"inflection of جَلْسہ: | also: plural direct of جَلْسَہ (jalsa — event, convention)",noun,479,False,False,True,"inflection of جَلْسہ: | also: plural direct of جَلْسَہ (jalsa — event, convention)",True,direct plural; oblique/vocative singular,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1754,دانت,"n. tooth; tusk | Platts: s.m. Tooth; tusk (of an elephant, or a boar): — dāṅt uṅglī kāṭnā, To bite the fore-finger in astonishment, or…",noun,479,False,False,True,"n. tooth; tusk | Platts: s.m. Tooth; tusk (of an elephant, or a boar): — dāṅt uṅglī kāṭnā, To bite the fore-finger in astonishment, or…",True,tusk; tooth,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1755,قربان,"n. corban; sacrifice, giving up; sacrificial offering | Platts: (inf. n. of قرب 'to approach'), s.m. lit. 'That whereby one draws nigh to God'; a sacrifice, victim,…",noun,478,False,False,True,"n. corban; sacrifice, giving up; sacrificial offering | Platts: (inf. n. of قرب 'to approach'), s.m. lit. 'That whereby one draws nigh to God'; a sacrifice, victim,…",True,"corban; sacrifice, giving up; sacrificial offering","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1756,ہیر,"n. diamond; essence, elemental part, pith, gist; vigour, energy | name: Heer, the female tragic lover from a classical Punjabi romantic legend; a tragic lover | Platts: s.m. Essence, elemental part, pith; — energy, vigour (syn. sār; gūdā); — manure; — fibre (of certain kinds of…",name|noun,478,False,False,True,"n. diamond; essence, elemental part, pith, gist; vigour, energy | name: Heer, the female tragic lover from a classical Punjabi romantic legend; a tragic lover | Platts: s.m. Essence, elemental part, pith; — energy, vigour (syn. sār; gūdā); — manure; — fibre (of certain kinds of…",True,"diamond; a tragic lover; vigour, energy","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1757,اشد,"adj. compar. & superl. (of شديد shadīd), More vehement; most vehement; very violent or severe; severe,…",adj,477,False,False,True,"adj. compar. & superl. (of شديد shadīd), More vehement; most vehement; very violent or severe; severe,…",True,extreme,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1758,جیب,"s.f. The tongue ( = jībh, q.v.): — jīb-ćhilnī, s.f. A tongue-scraper",noun,477,False,False,True,"s.f. The tongue ( = jībh, q.v.): — jīb-ćhilnī, s.f. A tongue-scraper",True,pocket,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1759,نوے,ninety,num,477,False,True,True,ninety,True,ninety,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1760,وعدے,"inflection of وَعْدَہ (va'da, “promise; vow; pledge”): | also: plural direct of وَعْدَہ (va'da — promise)",noun,476,False,False,True,"inflection of وَعْدَہ (va'da, “promise; vow; pledge”): | also: plural direct of وَعْدَہ (va'da — promise)",True,direct plural; oblique/vocative singular,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1761,داغ,"n. a stain, spot | Platts: s.m. A mark burnt in, a brand, cautery; mark, spot, speck; stain; stigma; blemish; iron-mould; freckle; pock; …",noun,475,True,False,True,"n. a stain, spot | Platts: s.m. A mark burnt in, a brand, cautery; mark, spot, speck; stain; stigma; blemish; iron-mould; freckle; pock; …",True,"a stain, spot","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1762,دوم,"adj. second | Platts: adj. Second; inferior, second sort",adj,475,True,False,True,"adj. second | Platts: adj. Second; inferior, second sort",True,second,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1763,سبزیاں,direct plural of سَبْزی (sabzī) | also: plural direct of سَبْزِی (sabzī — vegetable),noun,475,False,False,True,direct plural of سَبْزی (sabzī) | also: plural direct of سَبْزِی (sabzī — vegetable),True,,"CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1764,مومن,"n. devout Muslim, true believer | name: a male given name from Arabic | Platts: (prop. muʼmin, act. part. of آمن 'to render secure or safe (from); — to believe, or believe in,' iv of أمن…",name|noun,475,False,False,True,"n. devout Muslim, true believer | name: a male given name from Arabic | Platts: (prop. muʼmin, act. part. of آمن 'to render secure or safe (from); — to believe, or believe in,' iv of أمن…",True,"devout Muslim, true believer; a male given name from Arabic","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1765,آخرت,"n. akhirah, afterlife; hereafter | Platts: s.f. The other or next world, the world to come, the future state (contr. fr. dāruʼl-āḵẖirat or…",noun,474,False,False,True,"n. akhirah, afterlife; hereafter | Platts: s.f. The other or next world, the world to come, the future state (contr. fr. dāruʼl-āḵẖirat or…",True,"hereafter; akhirah, afterlife","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1766,زکریا,"Zakariya, Zechariah, Zacharias; a male given name from Arabic",name,472,False,False,True,"Zakariya, Zechariah, Zacharias; a male given name from Arabic",True,"a male given name from Arabic; Zakariya, Zechariah, Zacharias","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1767,اجرت,"fee, remuneration, rent, tariff, wage, salary",noun,471,False,False,True,"fee, remuneration, rent, tariff, wage, salary",True,"fee, remuneration, rent, tariff, wage, salary","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
1768,روانگی,"n. departure, leaving, going, passing, despatch; travelling, setting out | Platts: (abst. s. fr. next), s.f. Running, flowing, flux; going, passing; travelling, setting out, departure; …",noun,471,False,False,True,"n. departure, leaving, going, passing, despatch; travelling, setting out | Platts: (abst. s. fr. next), s.f. Running, flowing, flux; going, passing; travelling, setting out, departure; …",True,"travelling, setting out; departure, leaving, going, passing, despatch","CLE Urdu 5,000 corpus frequency list + CLE lexical inventories; ReadUrdu/Kaikki semantics"
